OrderLineID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineTotal
175,50051,2122,2,227.78,22.78,410.0
176,50052,2176,1,113.91,0.0,113.91
177,50052,2147,1,30.35,0.0,30.35
178,50052,2010,1,13.45,0.0,13.45
179,50053,2076,1,447.89,0.0,447.89
180,50053,2093,3,127.52,12.75,344.31
181,50053,2008,1,17.26,0.0,17.26
182,50053,2073,4,61.95,0.0,247.8
183,50053,2129,3,44.03,0.0,132.09
184,50054,2047,1,226.66,11.33,215.33
185,50054,2022,1,34.1,3.41,30.69
186,50055,2174,1,24.1,0.0,24.1
187,50055,2140,1,65.36,0.0,65.36
188,50056,2070,2,118.14,5.91,224.46
189,50056,2053,1,112.51,0.0,112.51
190,50057,2010,2,13.45,1.34,24.22
191,50057,2074,2,89.03,8.9,160.26
192,50057,2090,2,99.61,0.0,199.22
193,50058,2094,2,17.61,1.76,31.7
194,50058,2106,2,160.54,0.0,321.08
195,50059,2090,3,99.61,0.0,298.83
196,50059,2073,2,61.95,0.0,123.9
197,50059,2134,1,247.96,12.4,235.56
198,50059,2138,2,12.39,0.0,24.78
199,50059,2195,2,108.96,0.0,217.92
200,50060,2078,2,62.2,0.0,124.4
201,50060,2035,1,19.18,0.0,19.18
202,50060,2191,2,42.55,0.0,85.1
203,50061,2055,3,269.06,13.45,766.83
204,50061,2139,1,64.69,0.0,64.69
205,50062,2174,1,24.1,0.0,24.1
206,50062,2104,1,139.36,6.97,132.39
207,50062,2125,1,40.86,0.0,40.86
208,50062,2058,2,82.21,4.11,156.2
209,50062,2193,2,61.47,3.07,116.8
210,50062,2108,2,50.5,0.0,101.0
211,50063,2058,1,82.21,0.0,82.21
212,50063,2012,1,60.15,6.02,54.13
213,50064,2128,1,494.07,0.0,494.07
214,50064,2082,2,66.55,3.33,126.44
215,50064,2068,1,70.97,7.1,63.87
216,50064,2129,1,44.03,4.4,39.63
217,50065,2168,1,37.68,0.0,37.68
218,50065,2089,2,504.76,50.48,908.56
219,50066,2026,1,666.71,0.0,666.71
220,50066,2157,4,28.99,0.0,115.96
221,50067,2045,1,154.69,0.0,154.69
222,50067,2074,1,89.03,8.9,80.13
223,50067,2057,2,77.54,0.0,155.08
224,50067,2169,1,44.34,4.43,39.91
225,50067,2029,1,195.64,0.0,195.64
226,50067,2056,3,103.55,0.0,310.65
227,50068,2194,1,649.61,0.0,649.61
228,50068,2167,1,134.88,0.0,134.88
229,50069,2047,1,226.66,0.0,226.66
230,50070,2198,2,209.34,10.47,397.74
231,50070,2114,1,29.32,0.0,29.32
232,50071,2073,4,61.95,0.0,247.8
233,50071,2041,1,264.53,0.0,264.53
234,50071,2141,4,59.08,2.95,224.52
235,50071,2133,1,67.59,6.76,60.83
236,50071,2195,2,108.96,0.0,217.92
237,50072,2106,1,160.54,8.03,152.51
238,50072,2024,4,78.98,0.0,315.92
239,50072,2004,1,60.78,3.04,57.74
240,50073,2185,3,41.8,0.0,125.4
241,50073,2031,1,342.18,17.11,325.07
242,50073,2194,1,649.61,0.0,649.61
243,50073,2109,3,124.48,12.45,336.09
244,50073,2101,2,49.57,0.0,99.14
245,50074,2159,1,36.3,0.0,36.3
246,50074,2145,1,111.07,0.0,111.07
247,50074,2184,1,15.34,0.77,14.57
248,50075,2180,4,43.32,4.33,155.96
249,50075,2027,4,183.82,0.0,735.28
250,50076,2061,1,356.18,0.0,356.18
251,50076,2080,3,128.04,12.8,345.72
252,50076,2168,2,37.68,0.0,75.36
253,50076,2089,3,504.76,50.48,1362.84
254,50076,2018,2,115.56,11.56,208.0
255,50077,2044,1,82.05,4.1,77.95
256,50077,2187,1,75.92,0.0,75.92
257,50077,2055,2,269.06,26.91,484.3
258,50077,2004,4,60.78,3.04,230.96
259,50077,2107,1,163.23,0.0,163.23
260,50078,2098,1,566.22,28.31,537.91
261,50078,2120,1,132.44,0.0,132.44
262,50078,2102,1,63.36,3.17,60.19
263,50078,2011,2,91.74,0.0,183.48
264,50078,2133,2,67.59,0.0,135.18
265,50078,2079,4,36.08,0.0,144.32
266,50079,2068,1,70.97,3.55,67.42
267,50079,2061,3,356.18,17.81,1015.11
268,50079,2089,1,504.76,0.0,504.76
269,50079,2112,1,1010.68,0.0,1010.68
270,50079,2043,1,40.34,2.02,38.32
271,50079,2177,1,303.65,15.18,288.47
272,50080,2027,1,183.82,0.0,183.82
273,50080,2117,1,873.04,0.0,873.04
274,50081,2041,1,264.53,13.23,251.3
275,50081,2094,1,17.61,0.0,17.61
276,50081,2173,2,186.41,0.0,372.82
277,50081,2197,1,88.19,4.41,83.78
278,50081,2013,2,54.62,0.0,109.24
279,50081,2192,1,144.95,7.25,137.7
280,50082,2034,1,302.18,30.22,271.96
281,50082,2092,1,122.42,0.0,122.42
282,50083,2039,1,114.15,0.0,114.15
283,50083,2166,2,158.2,15.82,284.76
284,50083,2057,1,77.54,0.0,77.54
285,50083,2098,1,566.22,28.31,537.91
286,50084,2111,1,253.82,12.69,241.13
287,50084,2092,1,122.42,0.0,122.42
288,50084,2005,4,54.35,0.0,217.4
289,50084,2000,1,50.13,2.51,47.62
290,50084,2052,1,84.42,0.0,84.42
291,50085,2098,1,566.22,0.0,566.22
292,50085,2137,1,685.74,0.0,685.74
293,50085,2048,1,201.8,10.09,191.71
294,50086,2198,1,209.34,20.93,188.41
295,50086,2013,2,54.62,2.73,103.78
296,50086,2149,1,56.6,5.66,50.94
297,50087,2087,1,79.43,0.0,79.43
298,50087,2051,1,51.69,0.0,51.69
299,50087,2137,1,685.74,68.57,617.17
300,50088,2146,1,688.62,0.0,688.62
301,50088,2003,1,356.32,0.0,356.32
302,50089,2116,1,86.82,4.34,82.48
303,50089,2029,1,195.64,0.0,195.64
304,50090,2071,2,200.93,0.0,401.86
305,50091,2054,2,179.51,0.0,359.02
306,50091,2083,3,22.05,0.0,66.15
307,50092,2057,1,77.54,7.75,69.79
308,50093,2127,1,43.97,0.0,43.97
309,50093,2015,1,111.68,11.17,100.51
310,50093,2038,1,101.96,0.0,101.96
311,50093,2125,1,40.86,4.09,36.77
312,50094,2064,1,170.45,0.0,170.45
313,50094,2063,2,41.67,0.0,83.34
314,50094,2168,2,37.68,0.0,75.36
315,50095,2019,1,1405.22,0.0,1405.22
316,50095,2116,1,86.82,0.0,86.82
317,50095,2164,1,65.31,6.53,58.78
318,50096,2056,1,103.55,0.0,103.55
319,50096,2155,1,27.57,0.0,27.57
320,50096,2082,1,66.55,0.0,66.55
321,50097,2030,1,91.16,9.12,82.04
322,50097,2044,2,82.05,8.2,147.7
323,50097,2037,1,122.84,12.28,110.56
324,50098,2169,1,44.34,0.0,44.34
325,50098,2142,2,74.72,3.74,141.96
326,50099,2092,1,122.42,0.0,122.42
327,50099,2015,1,111.68,0.0,111.68
328,50100,2095,1,153.66,15.37,138.29
329,50100,2062,1,232.51,23.25,209.26
330,50100,2072,1,299.42,0.0,299.42
331,50100,2163,1,102.99,0.0,102.99
332,50100,2177,1,303.65,0.0,303.65
333,50101,2005,1,54.35,0.0,54.35
334,50101,2162,2,23.13,0.0,46.26
335,50102,2171,1,493.66,0.0,493.66
336,50103,2137,1,685.74,0.0,685.74
337,50103,2061,4,356.18,17.81,1353.48
338,50103,2041,2,264.53,0.0,529.06
339,50104,2015,1,111.68,0.0,111.68
340,50104,2154,3,335.62,0.0,1006.86
341,50104,2151,1,440.47,0.0,440.47
342,50105,2006,1,92.28,0.0,92.28
343,50105,2131,1,129.45,0.0,129.45
344,50105,2118,1,24.83,0.0,24.83
345,50105,2093,1,127.52,0.0,127.52
346,50106,2133,1,67.59,0.0,67.59
347,50106,2150,1,11.53,1.15,10.38
348,50107,2041,1,264.53,0.0,264.53
349,50107,2180,1,43.32,0.0,43.32
350,50108,2005,1,54.35,0.0,54.35
351,50108,2029,4,195.64,19.56,704.32
352,50109,2069,1,2.99,0.3,2.69
353,50109,2032,2,461.84,0.0,923.68
354,50109,2100,1,90.27,9.03,81.24
355,50110,2114,3,29.32,0.0,87.96
356,50110,2019,2,1405.22,140.52,2529.4
357,50110,2115,4,51.66,0.0,206.64
358,50111,2143,1,223.61,0.0,223.61
359,50111,2192,2,144.95,0.0,289.9
360,50111,2034,1,302.18,0.0,302.18
361,50111,2150,2,11.53,1.15,20.76
362,50112,2170,1,302.77,0.0,302.77
363,50112,2094,1,17.61,0.88,16.73
364,50112,2139,2,64.69,0.0,129.38
365,50113,2036,2,34.15,0.0,68.3
366,50113,2070,1,118.14,0.0,118.14
367,50113,2075,1,151.61,0.0,151.61
368,50113,2042,1,373.28,18.66,354.62
369,50113,2045,1,154.69,0.0,154.69
370,50114,2103,1,162.22,0.0,162.22
371,50114,2099,1,102.18,0.0,102.18
372,50114,2072,3,299.42,0.0,898.26
373,50114,2057,1,77.54,3.88,73.66
374,50115,2023,1,33.44,0.0,33.44
375,50115,2056,1,103.55,5.18,98.37
376,50115,2120,2,132.44,0.0,264.88
377,50116,2110,1,52.91,2.65,50.26
378,50116,2058,1,82.21,0.0,82.21
379,50116,2171,2,493.66,0.0,987.32
380,50116,2037,1,122.84,0.0,122.84
381,50116,2013,1,54.62,2.73,51.89
382,50117,2134,2,247.96,12.4,471.12
383,50117,2079,1,36.08,1.8,34.28
384,50117,2104,1,139.36,13.94,125.42
385,50117,2135,2,238.69,0.0,477.38
386,50117,2023,1,33.44,0.0,33.44
387,50118,2012,1,60.15,3.01,57.14
388,50118,2195,1,108.96,0.0,108.96
389,50118,2067,1,143.89,0.0,143.89
390,50118,2118,1,24.83,1.24,23.59
391,50119,2145,1,111.07,0.0,111.07
392,50119,2055,3,269.06,13.45,766.83
393,50119,2142,1,74.72,0.0,74.72
394,50119,2116,1,86.82,4.34,82.48
395,50120,2133,2,67.59,6.76,121.66
396,50120,2190,3,126.09,0.0,378.27
397,50120,2197,1,88.19,0.0,88.19
398,50121,2153,1,204.11,0.0,204.11
399,50121,2021,1,940.37,0.0,940.37
400,50121,2050,1,114.01,0.0,114.01
401,50121,2099,2,102.18,0.0,204.36
402,50122,2166,4,158.2,15.82,569.52
403,50122,2099,2,102.18,0.0,204.36
404,50122,2005,1,54.35,0.0,54.35
405,50122,2035,3,19.18,0.0,57.54
406,50123,2124,1,80.64,4.03,76.61
407,50123,2019,2,1405.22,0.0,2810.44
408,50123,2015,1,111.68,0.0,111.68
409,50123,2150,1,11.53,0.58,10.95
410,50123,2153,1,204.11,10.21,193.9
411,50124,2100,2,90.27,0.0,180.54
412,50124,2108,1,50.5,0.0,50.5
413,50124,2161,1,47.12,2.36,44.76
414,50124,2108,1,50.5,0.0,50.5
415,50125,2076,1,447.89,22.39,425.5
416,50125,2062,1,232.51,11.63,220.88
417,50126,2091,1,70.53,0.0,70.53
418,50126,2006,1,92.28,4.61,87.67
419,50126,2111,4,253.82,12.69,964.52
420,50126,2172,1,53.93,0.0,53.93
421,50126,2060,1,1114.04,0.0,1114.04
422,50127,2143,1,223.61,11.18,212.43
423,50127,2097,1,63.6,6.36,57.24
424,50127,2021,2,940.37,94.04,1692.66
425,50128,2114,1,29.32,2.93,26.39
426,50128,2095,1,153.66,0.0,153.66
427,50128,2170,1,302.77,15.14,287.63
428,50129,2052,2,84.42,4.22,160.4
429,50129,2118,1,24.83,2.48,22.35
430,50130,2135,1,238.69,23.87,214.82
431,50130,2153,1,204.11,0.0,204.11
432,50130,2056,2,103.55,0.0,207.1
433,50130,2012,3,60.15,0.0,180.45
434,50131,2069,1,2.99,0.0,2.99
435,50131,2148,1,65.87,3.29,62.58
436,50131,2005,1,54.35,0.0,54.35
437,50132,2085,1,89.46,0.0,89.46
438,50132,2198,1,209.34,0.0,209.34
439,50132,2082,1,66.55,0.0,66.55
440,50133,2046,1,11.99,0.0,11.99
441,50134,2118,1,24.83,0.0,24.83
442,50134,2182,1,105.61,0.0,105.61
443,50134,2013,2,54.62,0.0,109.24
444,50134,2060,2,1114.04,111.4,2005.28
445,50135,2065,1,45.72,2.29,43.43
446,50135,2092,2,122.42,0.0,244.84
447,50135,2172,1,53.93,0.0,53.93
448,50135,2113,1,37.57,1.88,35.69
449,50136,2117,1,873.04,43.65,829.39
450,50136,2197,1,88.19,8.82,79.37
451,50137,2078,1,62.2,0.0,62.2
452,50137,2114,1,29.32,1.47,27.85
453,50137,2161,1,47.12,4.71,42.41
454,50137,2020,1,283.2,0.0,283.2
455,50137,2135,1,238.69,0.0,238.69
456,50138,2122,3,227.78,11.39,649.17
457,50138,2072,2,299.42,0.0,598.84
458,50138,2087,1,79.43,7.94,71.49
459,50139,2042,1,373.28,0.0,373.28
460,50139,2053,1,112.51,11.25,101.26
461,50139,2059,1,221.14,0.0,221.14
462,50139,2114,1,29.32,2.93,26.39
463,50139,2160,1,592.81,0.0,592.81
464,50139,2124,2,80.64,0.0,161.28
465,50140,2013,1,54.62,0.0,54.62
466,50140,2160,3,592.81,0.0,1778.43
467,50140,2095,1,153.66,15.37,138.29
468,50140,2041,1,264.53,0.0,264.53
469,50141,2086,1,329.74,16.49,313.25
470,50141,2107,1,163.23,16.32,146.91
471,50141,2040,3,157.05,0.0,471.15
472,50141,2080,2,128.04,0.0,256.08
473,50141,2124,1,80.64,8.06,72.58
474,50142,2172,3,53.93,2.7,153.69
475,50142,2115,1,51.66,0.0,51.66
476,50142,2042,1,373.28,37.33,335.95
477,50143,2161,1,47.12,2.36,44.76
478,50143,2170,2,302.77,30.28,544.98
479,50144,2145,1,111.07,0.0,111.07
480,50144,2011,1,91.74,0.0,91.74
481,50145,2092,1,122.42,0.0,122.42
482,50145,2048,1,201.8,10.09,191.71
483,50145,2149,1,56.6,2.83,53.77
484,50146,2063,1,41.67,0.0,41.67
485,50146,2166,1,158.2,0.0,158.2
486,50146,2012,1,60.15,0.0,60.15
487,50146,2040,1,157.05,15.71,141.34
488,50146,2082,1,66.55,0.0,66.55
489,50147,2081,1,237.47,0.0,237.47
490,50147,2022,2,34.1,0.0,68.2
491,50147,2038,1,101.96,5.1,96.86
492,50148,2097,2,63.6,0.0,127.2
493,50148,2198,2,209.34,0.0,418.68
494,50148,2084,1,76.56,0.0,76.56
495,50149,2054,1,179.51,0.0,179.51
496,50149,2005,3,54.35,5.44,146.73
497,50149,2157,1,28.99,0.0,28.99
498,50150,2128,1,494.07,0.0,494.07
499,50150,2008,2,17.26,0.0,34.52
500,50150,2144,2,173.72,0.0,347.44
501,50151,2062,1,232.51,0.0,232.51
502,50151,2059,1,221.14,11.06,210.08
503,50151,2012,4,60.15,0.0,240.6
504,50151,2191,3,42.55,0.0,127.65
505,50151,2179,1,149.87,0.0,149.87
506,50152,2114,3,29.32,2.93,79.17
507,50152,2100,1,90.27,9.03,81.24
508,50152,2024,1,78.98,0.0,78.98
509,50152,2132,1,13.69,0.68,13.01
510,50153,2176,1,113.91,5.7,108.21
511,50153,2047,1,226.66,0.0,226.66
512,50153,2024,1,78.98,3.95,75.03
513,50153,2161,1,47.12,0.0,47.12
514,50153,2065,1,45.72,0.0,45.72
515,50153,2116,1,86.82,0.0,86.82
516,50154,2035,1,19.18,0.0,19.18
517,50154,2193,1,61.47,6.15,55.32
518,50154,2087,2,79.43,0.0,158.86
519,50155,2098,1,566.22,0.0,566.22
520,50155,2074,2,89.03,0.0,178.06
521,50155,2189,1,381.16,0.0,381.16
522,50155,2063,2,41.67,0.0,83.34
523,50155,2084,1,76.56,3.83,72.73
524,50156,2143,1,223.61,0.0,223.61
525,50156,2164,1,65.31,0.0,65.31
526,50156,2004,2,60.78,0.0,121.56
527,50156,2193,4,61.47,6.15,221.28
528,50156,2121,2,30.24,1.51,57.46
529,50156,2168,1,37.68,0.0,37.68
530,50157,2127,1,43.97,0.0,43.97
531,50157,2140,1,65.36,6.54,58.82
532,50157,2180,1,43.32,0.0,43.32
533,50158,2171,1,493.66,24.68,468.98
534,50158,2077,1,461.03,0.0,461.03
535,50159,2060,3,1114.04,0.0,3342.12
536,50159,2187,2,75.92,3.8,144.24
537,50159,2151,1,440.47,0.0,440.47
538,50159,2059,1,221.14,11.06,210.08
539,50159,2171,2,493.66,0.0,987.32
540,50160,2054,4,179.51,8.98,682.12
541,50160,2016,1,104.7,0.0,104.7
542,50160,2155,3,27.57,1.38,78.57
543,50160,2098,1,566.22,0.0,566.22
544,50161,2164,1,65.31,0.0,65.31
545,50161,2139,1,64.69,3.23,61.46
546,50161,2101,1,49.57,4.96,44.61
547,50162,2145,4,111.07,0.0,444.28
548,50162,2109,2,124.48,0.0,248.96
549,50162,2065,3,45.72,0.0,137.16
550,50163,2126,2,20.41,1.02,38.78
551,50163,2158,1,175.12,0.0,175.12
552,50163,2027,1,183.82,0.0,183.82
553,50164,2062,1,232.51,23.25,209.26
554,50164,2016,1,104.7,0.0,104.7
555,50164,2031,1,342.18,34.22,307.96
556,50165,2137,1,685.74,0.0,685.74
557,50165,2158,1,175.12,8.76,166.36
558,50166,2095,1,153.66,0.0,153.66
559,50166,2147,1,30.35,0.0,30.35
560,50166,2052,1,84.42,4.22,80.2
561,50166,2137,2,685.74,0.0,1371.48
562,50166,2165,1,45.32,0.0,45.32
563,50166,2159,1,36.3,1.82,34.48
564,50167,2175,2,144.0,0.0,288.0
565,50167,2188,1,100.8,0.0,100.8
566,50167,2176,1,113.91,0.0,113.91
567,50168,2184,1,15.34,0.0,15.34
568,50168,2129,2,44.03,0.0,88.06
569,50168,2125,2,40.86,0.0,81.72
570,50168,2181,1,85.94,0.0,85.94
571,50168,2194,2,649.61,32.48,1234.26
572,50169,2123,2,4.94,0.0,9.88
573,50169,2120,2,132.44,13.24,238.4
574,50169,2029,1,195.64,9.78,185.86
575,50169,2191,2,42.55,2.13,80.84
576,50169,2034,1,302.18,15.11,287.07
577,50169,2113,1,37.57,0.0,37.57
578,50170,2044,1,82.05,0.0,82.05
579,50170,2040,1,157.05,0.0,157.05
580,50170,2189,1,381.16,19.06,362.1
581,50170,2162,1,23.13,1.16,21.97
582,50171,2026,2,666.71,0.0,1333.42
583,50171,2171,1,493.66,24.68,468.98
584,50171,2120,2,132.44,0.0,264.88
585,50171,2199,1,38.24,1.91,36.33
586,50171,2056,4,103.55,0.0,414.2
587,50172,2005,3,54.35,0.0,163.05
588,50172,2195,1,108.96,0.0,108.96
589,50172,2047,1,226.66,22.67,203.99
590,50172,2090,1,99.61,4.98,94.63
591,50173,2017,1,13.74,0.0,13.74
592,50173,2093,1,127.52,6.38,121.14
593,50174,2137,2,685.74,34.29,1302.9
594,50174,2142,4,74.72,7.47,269.0
595,50175,2051,1,51.69,0.0,51.69
596,50175,2019,1,1405.22,70.26,1334.96
597,50175,2011,1,91.74,0.0,91.74
598,50175,2066,1,179.62,17.96,161.66
599,50176,2187,4,75.92,0.0,303.68
600,50176,2193,1,61.47,0.0,61.47
601,50176,2119,1,46.53,0.0,46.53
602,50176,2149,1,56.6,5.66,50.94
603,50177,2123,1,4.94,0.49,4.45
604,50177,2060,1,1114.04,0.0,1114.04
605,50177,2078,1,62.2,6.22,55.98
606,50177,2074,3,89.03,0.0,267.09
607,50178,2052,3,84.42,0.0,253.26
608,50178,2100,1,90.27,4.51,85.76
609,50179,2026,4,666.71,0.0,2666.84
610,50179,2063,1,41.67,0.0,41.67
611,50179,2106,2,160.54,0.0,321.08
612,50180,2062,1,232.51,11.63,220.88
613,50180,2195,1,108.96,0.0,108.96
614,50181,2149,2,56.6,0.0,113.2
615,50181,2185,2,41.8,4.18,75.24
616,50181,2056,2,103.55,0.0,207.1
617,50181,2175,2,144.0,7.2,273.6
618,50181,2122,2,227.78,0.0,455.56
619,50182,2063,3,41.67,0.0,125.01
620,50182,2198,1,209.34,20.93,188.41
621,50182,2152,2,44.61,2.23,84.76
622,50183,2010,1,13.45,0.0,13.45
623,50183,2029,1,195.64,0.0,195.64
624,50184,2007,1,39.11,1.96,37.15
625,50184,2052,1,84.42,0.0,84.42
626,50184,2141,1,59.08,2.95,56.13
627,50185,2008,1,17.26,0.86,16.4
628,50185,2071,1,200.93,0.0,200.93
629,50185,2141,1,59.08,0.0,59.08
630,50185,2097,1,63.6,0.0,63.6
631,50186,2069,1,2.99,0.0,2.99
