OrderID,CustomerID,OrderDate,OrderTotal,NumLines,TotalQuantity,SalespersonID,Year,Quarter
50379,1195,2025-03-26,896.66,6,9,8,2025,1
50382,1276,2025-01-11,219.5,3,3,5,2025,1
50385,1420,2025-02-27,2272.7,4,5,27,2025,1
50394,1085,2025-03-02,1342.35,4,4,22,2025,1
50405,1499,2025-01-29,1417.87,6,7,22,2025,1
50411,1235,2025-01-04,1152.13,6,7,28,2025,1
50427,1032,2025-02-13,43.38,1,2,29,2025,1
50443,1407,2025-03-27,1066.43,4,4,15,2025,1
50447,1346,2025-03-25,2193.96,4,6,27,2025,1
50448,1443,2025-01-16,99.46,1,1,18,2025,1
50459,1383,2025-01-29,279.54,2,2,19,2025,1
50460,1462,2025-01-13,675.82,5,5,8,2025,1
50469,1343,2025-03-29,1260.06,5,6,20,2025,1
50496,1364,2025-01-27,70.97,1,1,28,2025,1
50500,1347,2025-01-20,470.61,5,7,23,2025,1
50514,1039,2025-01-14,860.08,4,7,16,2025,1
50527,1114,2025-03-01,172.71,2,2,18,2025,1
50528,1301,2025-01-20,75.14,1,2,14,2025,1
50538,1084,2025-02-14,835.97,4,6,19,2025,1
50545,1376,2025-01-19,592.81,1,1,1,2025,1
50553,1265,2025-03-21,138.29,1,1,10,2025,1
50575,1249,2025-03-22,269.65,2,2,3,2025,1
50585,1308,2025-01-04,712.21,5,6,22,2025,1
50589,1169,2025-01-07,806.2,3,4,11,2025,1
50608,1449,2025-01-06,46.77,2,2,13,2025,1
50619,1420,2025-02-24,352.97,2,2,5,2025,1
50638,1449,2025-03-13,623.71,4,5,23,2025,1
50645,1000,2025-03-04,27.57,1,1,13,2025,1
50653,1246,2025-03-19,194.89,3,3,15,2025,1
50656,1411,2025-01-29,179.43,2,3,14,2025,1
50657,1464,2025-02-18,662.24,4,6,11,2025,1
50669,1380,2025-03-19,883.85,5,10,19,2025,1
50694,1203,2025-01-23,1116.32,4,6,9,2025,1
50697,1060,2025-02-04,92.28,1,1,27,2025,1
50717,1019,2025-01-11,1322.0,3,4,20,2025,1
50722,1029,2025-03-03,1077.73,2,4,15,2025,1
50764,1416,2025-03-23,628.42,3,3,15,2025,1
50771,1492,2025-03-05,245.59,2,3,20,2025,1
50780,1117,2025-03-30,270.26,2,4,1,2025,1
50788,1344,2025-02-05,449.02,4,7,12,2025,1
50796,1484,2025-02-03,576.07,3,3,30,2025,1
50798,1255,2025-01-24,700.76,4,5,5,2025,1
50806,1079,2025-03-08,1693.46,4,4,12,2025,1
50811,1003,2025-02-21,584.07,2,3,13,2025,1
50822,1113,2025-02-07,90.87,4,4,12,2025,1
50855,1051,2025-01-08,1521.07,2,4,2,2025,1
50860,1074,2025-03-30,1247.34,5,5,5,2025,1
50861,1491,2025-01-26,119.2,1,1,15,2025,1
50868,1273,2025-01-07,1786.46,4,7,26,2025,1
50869,1161,2025-03-15,606.07,3,4,25,2025,1
50892,1089,2025-03-10,170.45,1,1,22,2025,1
50896,1396,2025-01-24,1754.04,4,6,6,2025,1
50925,1481,2025-01-31,915.21,4,6,9,2025,1
50926,1358,2025-02-06,564.52,4,5,19,2025,1
50934,1268,2025-02-22,181.56,3,3,24,2025,1
50940,1126,2025-01-25,622.1,3,4,17,2025,1
50975,1484,2025-02-12,429.79,2,2,6,2025,1
50977,1004,2025-02-23,5751.49,4,7,30,2025,1
50978,1220,2025-03-28,1210.16,2,3,10,2025,1
50980,1118,2025-03-26,438.44,4,5,7,2025,1
50986,1366,2025-01-24,1853.33,3,6,4,2025,1
50992,1264,2025-02-21,1223.09,4,5,17,2025,1
51013,1064,2025-01-02,830.32,2,3,30,2025,1
51014,1224,2025-01-14,384.83,5,7,22,2025,1
51020,1402,2025-03-29,1404.91,6,7,4,2025,1
51025,1431,2025-02-07,880.93,5,7,13,2025,1
51035,1498,2025-02-25,125.85,2,2,19,2025,1
51037,1197,2025-02-28,925.53,4,6,15,2025,1
51039,1126,2025-01-25,900.15,4,5,6,2025,1
51041,1235,2025-01-22,815.82,4,5,3,2025,1
51063,1202,2025-03-19,3887.46,3,6,17,2025,1
51066,1297,2025-03-13,589.45,4,7,6,2025,1
51074,1173,2025-02-16,832.33,3,4,22,2025,1
51082,1285,2025-03-18,254.34,3,6,8,2025,1
51083,1330,2025-02-13,316.55,2,3,22,2025,1
51108,1000,2025-03-05,1901.52,2,3,26,2025,1
51110,1194,2025-01-21,3234.96,3,5,29,2025,1
51113,1186,2025-03-05,679.05,6,7,19,2025,1
51115,1164,2025-01-08,1895.43,3,6,8,2025,1
51149,1285,2025-01-31,1164.38,5,6,12,2025,1
51167,1285,2025-02-06,13.69,1,1,1,2025,1
51175,1085,2025-03-22,365.93,4,5,30,2025,1
51185,1211,2025-02-21,453.54,5,5,15,2025,1
51187,1422,2025-01-13,779.57,5,10,23,2025,1
51191,1192,2025-02-23,755.98,3,3,19,2025,1
51192,1281,2025-02-01,1103.47,4,8,16,2025,1
51196,1000,2025-01-13,2223.48,2,3,3,2025,1
51204,1011,2025-03-01,649.12,2,4,25,2025,1
51231,1040,2025-03-09,836.78,4,5,20,2025,1
51232,1028,2025-02-28,620.1,3,3,19,2025,1
51242,1324,2025-03-07,471.82,5,5,21,2025,1
51251,1344,2025-01-19,204.39,2,4,16,2025,1
51265,1222,2025-03-03,452.8,4,5,15,2025,1
51285,1012,2025-02-27,1547.27,4,4,1,2025,1
51294,1079,2025-02-14,624.05,4,5,29,2025,1
51307,1107,2025-01-27,250.63,3,3,3,2025,1
51310,1267,2025-02-07,6564.28,6,11,12,2025,1
51321,1102,2025-03-19,528.62,5,8,10,2025,1
51363,1044,2025-01-17,461.29,3,3,30,2025,1
51383,1220,2025-02-27,3039.34,5,9,16,2025,1
51389,1485,2025-01-06,1633.41,6,10,1,2025,1
51400,1477,2025-01-26,910.21,2,2,8,2025,1
51423,1209,2025-02-21,126.09,1,1,7,2025,1
51427,1113,2025-01-30,1065.05,4,6,15,2025,1
51438,1311,2025-01-22,661.35,5,6,19,2025,1
51442,1480,2025-01-30,1336.39,6,8,13,2025,1
51446,1360,2025-03-16,330.93,2,3,22,2025,1
51453,1202,2025-01-22,351.71,3,4,9,2025,1
51470,1046,2025-01-09,212.26,3,3,22,2025,1
51472,1092,2025-03-08,1594.3,4,7,3,2025,1
51486,1367,2025-01-20,89.29,2,3,23,2025,1
51492,1196,2025-01-14,921.36,3,5,5,2025,1
51503,1091,2025-02-26,533.98,2,3,30,2025,1
51506,1158,2025-01-17,1190.3,4,8,27,2025,1
51544,1293,2025-03-17,604.98,1,2,5,2025,1
51549,1047,2025-02-25,531.2,4,5,1,2025,1
51564,1292,2025-01-17,2809.07,4,6,5,2025,1
51568,1309,2025-03-18,566.4,1,2,19,2025,1
51585,1320,2025-03-26,1129.31,4,5,7,2025,1
51586,1060,2025-01-25,195.93,2,3,7,2025,1
51596,1130,2025-03-20,973.06,3,6,9,2025,1
51603,1202,2025-01-11,198.35,3,3,28,2025,1
51617,1236,2025-03-13,148.39,2,3,22,2025,1
51619,1475,2025-01-30,342.47,3,6,21,2025,1
51622,1289,2025-01-12,754.88,2,3,20,2025,1
51627,1169,2025-03-29,723.31,2,2,22,2025,1
51628,1469,2025-03-25,593.69,4,4,11,2025,1
51639,1400,2025-02-08,150.5,2,4,13,2025,1
51655,1012,2025-03-29,2813.3,5,6,6,2025,1
51662,1073,2025-02-26,105.95,2,3,27,2025,1
51666,1105,2025-01-11,1032.07,4,7,3,2025,1
51685,1163,2025-03-02,1498.78,4,5,21,2025,1
51720,1040,2025-02-12,1552.59,5,9,22,2025,1
51728,1363,2025-02-23,176.18,2,3,4,2025,1
51736,1169,2025-03-18,561.86,4,5,18,2025,1
51748,1418,2025-01-01,1628.7,6,10,8,2025,1
51764,1290,2025-03-17,538.48,4,5,17,2025,1
51788,1462,2025-02-12,633.71,4,6,12,2025,1
51790,1000,2025-02-14,518.07,3,4,8,2025,1
51799,1291,2025-03-24,323.87,2,2,12,2025,1
51834,1073,2025-01-08,1582.08,6,11,2,2025,1
51841,1233,2025-03-18,356.32,1,1,21,2025,1
51864,1373,2025-01-18,1339.7,5,8,24,2025,1
51866,1384,2025-03-08,545.26,3,4,26,2025,1
51879,1273,2025-03-08,774.68,3,6,1,2025,1
51883,1293,2025-01-21,363.72,3,3,19,2025,1
51885,1180,2025-03-28,185.95,2,2,18,2025,1
51890,1372,2025-03-14,470.45,4,5,29,2025,1
51916,1092,2025-03-29,605.13,6,9,23,2025,1
51922,1253,2025-02-09,372.25,4,4,24,2025,1
51923,1211,2025-02-27,961.89,2,2,2,2025,1
51928,1295,2025-01-21,396.11,2,4,30,2025,1
51931,1135,2025-02-12,464.18,3,3,3,2025,1
51936,1243,2025-02-03,578.14,4,5,29,2025,1
51937,1485,2025-02-09,402.69,3,5,4,2025,1
51945,1147,2025-03-27,561.01,5,5,10,2025,1
51964,1301,2025-02-27,363.91,3,7,29,2025,1
