OrderID,CustomerID,OrderDate,OrderTotal,NumLines,TotalQuantity,SalespersonID,Year,Quarter
50976,1244,2023-11-03,717.41,3,3,25,2023,4
50995,1350,2023-10-06,1475.63,6,9,4,2023,4
50998,1414,2023-10-03,98.45,3,4,3,2023,4
51007,1096,2023-11-25,855.36,3,5,13,2023,4
51012,1144,2023-10-03,660.66,6,6,12,2023,4
51018,1111,2023-12-17,720.2,3,4,12,2023,4
51019,1215,2023-11-16,812.95,4,5,18,2023,4
51046,1492,2023-11-16,771.16,4,5,29,2023,4
51047,1479,2023-11-27,270.73,4,5,24,2023,4
51053,1326,2023-11-02,633.74,3,4,23,2023,4
51059,1222,2023-11-29,1389.61,2,3,19,2023,4
51061,1406,2023-10-10,607.38,3,3,2,2023,4
51076,1030,2023-12-31,1413.45,5,8,9,2023,4
51081,1119,2023-11-21,1329.43,4,7,27,2023,4
51097,1178,2023-11-28,1394.81,5,6,4,2023,4
51123,1144,2023-11-27,676.93,3,3,13,2023,4
51157,1427,2023-11-08,547.42,3,3,15,2023,4
51181,1477,2023-12-27,93.38,2,3,12,2023,4
51182,1462,2023-11-19,647.42,3,6,3,2023,4
51183,1281,2023-11-29,634.17,4,4,23,2023,4
51197,1017,2023-10-19,544.05,3,4,17,2023,4
51200,1455,2023-11-06,883.83,3,4,21,2023,4
51201,1003,2023-11-04,231.85,3,4,27,2023,4
51203,1438,2023-11-19,161.36,1,4,22,2023,4
51206,1421,2023-10-10,1599.01,4,6,18,2023,4
51221,1370,2023-11-29,1647.53,5,8,9,2023,4
51233,1171,2023-12-23,584.46,3,4,4,2023,4
51244,1027,2023-11-09,652.18,3,3,29,2023,4
51256,1221,2023-10-24,888.34,6,7,23,2023,4
51283,1164,2023-12-19,340.76,2,2,19,2023,4
51301,1419,2023-10-22,753.58,4,7,22,2023,4
51302,1007,2023-12-18,116.46,1,3,11,2023,4
51304,1056,2023-11-09,249.0,2,2,8,2023,4
51306,1011,2023-12-06,857.49,3,5,1,2023,4
51320,1030,2023-10-18,246.43,3,4,4,2023,4
51327,1338,2023-10-05,183.66,3,3,28,2023,4
51337,1462,2023-11-20,1320.36,4,7,30,2023,4
51346,1156,2023-12-08,858.76,6,7,9,2023,4
51349,1009,2023-12-22,1480.62,2,4,19,2023,4
51350,1350,2023-12-27,659.84,2,5,23,2023,4
51353,1256,2023-10-10,520.92,6,9,5,2023,4
51359,1485,2023-10-14,465.08,3,4,7,2023,4
51371,1496,2023-11-16,1219.21,4,9,7,2023,4
51394,1391,2023-11-23,551.23,5,5,12,2023,4
51406,1315,2023-10-01,305.64,2,2,12,2023,4
51425,1473,2023-10-04,622.13,4,5,25,2023,4
51440,1368,2023-11-17,683.71,2,2,12,2023,4
51458,1097,2023-10-26,276.13,2,4,11,2023,4
51460,1452,2023-11-08,907.33,3,5,11,2023,4
51498,1467,2023-12-10,269.24,4,4,22,2023,4
51505,1214,2023-11-12,1496.33,3,6,18,2023,4
51536,1308,2023-11-02,1065.93,3,3,21,2023,4
51550,1153,2023-11-27,79.81,2,2,25,2023,4
51555,1033,2023-10-27,1576.16,2,4,14,2023,4
51558,1440,2023-10-09,366.22,2,3,6,2023,4
51569,1361,2023-10-22,2142.95,6,8,30,2023,4
51571,1434,2023-11-21,501.92,3,4,16,2023,4
51590,1023,2023-12-08,284.76,1,2,11,2023,4
51595,1353,2023-10-16,639.92,3,5,6,2023,4
51597,1034,2023-11-12,334.41,3,3,30,2023,4
51599,1281,2023-11-28,143.1,2,2,20,2023,4
51602,1170,2023-12-16,139.84,1,2,18,2023,4
51607,1099,2023-12-05,2683.97,6,7,8,2023,4
51608,1426,2023-12-13,446.92,4,4,5,2023,4
51616,1274,2023-12-10,1349.15,6,7,12,2023,4
51621,1266,2023-11-03,2431.98,4,6,22,2023,4
51623,1347,2023-11-20,238.45,2,3,29,2023,4
51632,1015,2023-12-14,1175.05,5,7,21,2023,4
51641,1439,2023-11-19,2393.01,6,10,2,2023,4
51647,1424,2023-11-06,610.15,6,7,13,2023,4
51660,1268,2023-11-14,1007.54,4,6,4,2023,4
51661,1397,2023-12-02,806.17,4,5,14,2023,4
51674,1044,2023-12-08,912.09,4,6,10,2023,4
51678,1381,2023-11-16,369.38,3,5,30,2023,4
51680,1388,2023-11-16,146.0,1,1,23,2023,4
51683,1098,2023-10-21,1348.19,4,5,25,2023,4
51687,1060,2023-10-07,1341.96,4,6,10,2023,4
51693,1277,2023-12-25,839.22,4,5,2,2023,4
51694,1281,2023-11-23,860.7,4,5,18,2023,4
51697,1411,2023-10-18,1121.43,5,7,7,2023,4
51701,1456,2023-12-13,473.74,4,6,6,2023,4
51715,1182,2023-11-16,92.09,2,2,13,2023,4
51726,1233,2023-11-14,103.51,1,1,21,2023,4
51737,1440,2023-11-29,41.88,1,1,25,2023,4
51743,1087,2023-10-17,172.25,2,2,23,2023,4
51744,1393,2023-12-23,380.32,2,2,28,2023,4
51752,1405,2023-11-06,581.84,5,9,21,2023,4
51773,1237,2023-11-30,146.91,1,1,16,2023,4
51776,1090,2023-11-12,705.5,4,5,14,2023,4
51782,1194,2023-12-02,264.77,2,2,20,2023,4
51793,1272,2023-10-26,1273.61,6,7,29,2023,4
51798,1162,2023-11-03,4030.3,6,11,13,2023,4
51802,1367,2023-12-19,613.24,4,6,2,2023,4
51807,1436,2023-10-29,617.97,3,6,25,2023,4
51814,1440,2023-10-16,968.43,4,5,28,2023,4
51829,1078,2023-10-23,366.18,5,5,14,2023,4
51848,1196,2023-12-30,2561.46,2,5,5,2023,4
51878,1027,2023-12-18,444.28,4,5,27,2023,4
51886,1150,2023-10-24,459.48,2,2,10,2023,4
51889,1383,2023-11-08,573.58,3,3,4,2023,4
51898,1013,2023-10-21,485.19,5,7,15,2023,4
51902,1401,2023-10-12,371.7,6,7,1,2023,4
51904,1315,2023-10-15,489.55,2,2,23,2023,4
51918,1016,2023-12-18,2032.62,5,10,22,2023,4
51929,1431,2023-12-20,645.47,4,4,7,2023,4
51935,1243,2023-11-05,524.47,4,8,14,2023,4
51947,1347,2023-11-20,564.77,4,4,9,2023,4
51951,1326,2023-12-29,444.23,3,4,1,2023,4
51955,1439,2023-10-07,1159.18,3,3,20,2023,4
51956,1171,2023-10-04,880.95,3,5,17,2023,4
51976,1371,2023-10-18,1208.96,5,9,11,2023,4
51993,1129,2023-10-29,73.26,2,3,25,2023,4
51997,1472,2023-10-11,318.45,6,7,3,2023,4
