OrderID,CustomerID,OrderDate,OrderTotal,NumLines,TotalQuantity,SalespersonID,Year,Quarter
51219,1291,2023-08-11,2073.22,4,7,1,2023,3
51238,1394,2023-08-21,215.6,3,3,13,2023,3
51249,1357,2023-08-15,2195.33,6,7,30,2023,3
51255,1046,2023-08-16,2088.9,5,6,22,2023,3
51271,1292,2023-07-20,362.1,3,3,1,2023,3
51274,1126,2023-09-06,908.79,4,7,8,2023,3
51275,1036,2023-09-30,303.79,3,4,26,2023,3
51282,1178,2023-07-15,484.26,4,6,27,2023,3
51292,1119,2023-07-24,331.71,2,3,4,2023,3
51308,1275,2023-08-05,2496.8,6,10,5,2023,3
51334,1197,2023-08-25,3848.45,5,9,5,2023,3
51340,1045,2023-07-10,1973.2,6,12,2,2023,3
51352,1154,2023-08-30,351.19,2,5,7,2023,3
51355,1320,2023-09-21,478.05,4,4,10,2023,3
51378,1409,2023-07-27,258.71,2,2,12,2023,3
51390,1060,2023-07-08,400.78,4,5,30,2023,3
51402,1398,2023-07-12,204.32,3,6,7,2023,3
51408,1313,2023-08-25,310.78,2,5,20,2023,3
51409,1305,2023-08-26,805.83,2,3,29,2023,3
51421,1083,2023-07-17,2376.95,4,5,19,2023,3
51428,1343,2023-07-27,444.49,5,5,13,2023,3
51429,1387,2023-07-29,189.93,3,3,10,2023,3
51430,1033,2023-07-01,715.21,2,3,14,2023,3
51435,1234,2023-09-10,3913.49,6,9,12,2023,3
51451,1449,2023-09-09,617.13,1,1,14,2023,3
51477,1012,2023-07-03,85.1,1,2,7,2023,3
51480,1458,2023-07-26,2297.16,4,9,15,2023,3
51482,1046,2023-09-14,617.17,1,1,21,2023,3
51511,1491,2023-07-27,217.29,2,2,29,2023,3
51513,1391,2023-09-17,321.87,4,4,5,2023,3
51519,1121,2023-08-11,1931.77,4,9,19,2023,3
51539,1213,2023-07-02,1121.34,5,11,18,2023,3
51545,1287,2023-07-01,185.85,1,3,11,2023,3
51579,1413,2023-07-04,1009.67,3,3,3,2023,3
51582,1148,2023-07-18,1490.0,5,6,8,2023,3
51587,1434,2023-08-01,659.37,4,4,8,2023,3
51594,1327,2023-07-26,515.54,3,5,11,2023,3
51625,1009,2023-08-02,347.27,3,3,13,2023,3
51645,1449,2023-09-01,2757.61,6,7,30,2023,3
51652,1398,2023-07-26,1111.25,6,8,14,2023,3
51657,1078,2023-07-14,179.01,3,3,16,2023,3
51681,1327,2023-08-03,683.08,4,8,6,2023,3
51682,1164,2023-07-25,563.08,3,4,24,2023,3
51692,1052,2023-07-31,1983.06,6,9,24,2023,3
51698,1293,2023-09-08,629.22,2,3,9,2023,3
51709,1200,2023-07-03,80.13,1,1,6,2023,3
51730,1118,2023-08-18,285.73,2,5,19,2023,3
51734,1200,2023-07-07,1465.41,5,9,29,2023,3
51755,1211,2023-09-02,964.02,2,2,24,2023,3
51756,1317,2023-09-07,289.94,4,6,30,2023,3
51760,1174,2023-08-02,684.36,1,2,20,2023,3
51766,1355,2023-08-30,161.16,3,4,16,2023,3
51785,1046,2023-08-11,1258.09,3,5,15,2023,3
51796,1100,2023-07-30,739.31,4,7,28,2023,3
51822,1279,2023-08-05,625.2,4,5,13,2023,3
51844,1319,2023-07-04,1909.17,6,10,26,2023,3
51849,1115,2023-07-10,1396.71,4,8,16,2023,3
51853,1374,2023-08-31,4015.38,3,6,23,2023,3
51870,1045,2023-09-09,2696.93,6,6,12,2023,3
51891,1288,2023-09-24,1885.64,4,5,1,2023,3
51913,1089,2023-09-25,1303.99,5,8,14,2023,3
51924,1196,2023-09-01,597.42,4,7,7,2023,3
51927,1085,2023-08-04,794.94,4,4,19,2023,3
51958,1050,2023-09-19,1397.65,5,6,26,2023,3
51962,1383,2023-09-05,600.91,5,7,30,2023,3
51967,1353,2023-07-04,1713.52,6,9,8,2023,3
51975,1179,2023-08-13,128.04,1,1,17,2023,3
51977,1128,2023-07-17,207.93,4,4,2,2023,3
51990,1495,2023-07-09,416.3,5,7,29,2023,3
51992,1356,2023-07-08,732.01,3,4,14,2023,3
