OrderID,CustomerID,OrderDate,OrderTotal,NumLines,TotalQuantity,SalespersonID,Year,Quarter
51032,1128,2025-04-16,1263.69,6,12,6,2025,2
51033,1195,2025-04-28,303.64,3,3,9,2025,2
51084,1177,2025-04-04,882.62,2,3,13,2025,2
51099,1140,2025-06-07,703.54,2,2,13,2025,2
51101,1468,2025-05-31,602.51,3,4,30,2025,2
51105,1151,2025-04-19,1908.46,5,5,12,2025,2
51112,1317,2025-05-27,576.25,3,4,12,2025,2
51128,1022,2025-05-05,614.3,4,6,16,2025,2
51130,1091,2025-06-13,788.06,6,10,26,2025,2
51135,1328,2025-05-06,389.64,3,4,23,2025,2
51145,1475,2025-05-02,1460.04,3,4,28,2025,2
51153,1029,2025-04-23,414.97,2,2,20,2025,2
51216,1131,2025-04-10,2071.15,5,7,22,2025,2
51229,1374,2025-04-07,348.95,4,4,11,2025,2
51234,1450,2025-04-16,1564.71,4,7,20,2025,2
51236,1476,2025-06-07,373.97,3,6,10,2025,2
51237,1061,2025-06-09,346.53,2,3,24,2025,2
51288,1420,2025-04-02,159.25,3,3,10,2025,2
51291,1022,2025-04-17,648.36,3,7,2,2025,2
51295,1372,2025-05-23,827.61,5,6,4,2025,2
51300,1444,2025-05-02,2409.3,5,7,15,2025,2
51303,1355,2025-04-03,434.3,2,2,19,2025,2
51328,1339,2025-05-22,818.27,5,8,21,2025,2
51330,1184,2025-06-04,316.68,2,2,30,2025,2
51332,1149,2025-06-07,932.93,2,5,11,2025,2
51338,1248,2025-06-06,287.14,3,4,26,2025,2
51357,1455,2025-04-14,49.85,2,2,16,2025,2
51366,1313,2025-06-12,590.63,6,8,22,2025,2
51391,1162,2025-05-09,320.18,3,3,17,2025,2
51398,1381,2025-04-21,368.94,1,3,11,2025,2
51418,1094,2025-05-22,130.25,2,2,26,2025,2
51434,1166,2025-06-06,13.74,1,1,29,2025,2
51445,1328,2025-06-15,698.93,5,9,2,2025,2
51449,1233,2025-04-26,207.05,2,2,7,2025,2
51461,1396,2025-04-27,577.73,2,2,25,2025,2
51468,1237,2025-04-29,1083.06,4,4,10,2025,2
51499,1289,2025-06-11,1462.35,6,8,8,2025,2
51500,1337,2025-06-02,392.96,2,2,2,2025,2
51515,1254,2025-05-25,497.95,3,6,30,2025,2
51528,1419,2025-04-25,1171.54,3,5,2,2025,2
51533,1074,2025-05-24,755.29,2,2,5,2025,2
51535,1295,2025-05-08,974.12,4,7,28,2025,2
51615,1456,2025-06-04,213.91,3,5,11,2025,2
51620,1028,2025-05-05,4291.88,5,10,13,2025,2
51631,1143,2025-05-10,1274.01,6,9,20,2025,2
51634,1273,2025-05-12,1154.43,5,7,17,2025,2
51638,1059,2025-06-04,906.93,4,6,11,2025,2
51659,1375,2025-06-13,590.93,5,7,5,2025,2
51672,1351,2025-05-18,425.54,4,4,12,2025,2
51673,1304,2025-06-11,47.12,1,1,10,2025,2
51712,1322,2025-05-06,1047.01,2,2,22,2025,2
51716,1170,2025-04-17,2682.83,6,6,27,2025,2
51723,1047,2025-04-12,802.61,3,5,11,2025,2
51731,1073,2025-05-31,173.01,4,4,14,2025,2
51742,1236,2025-05-16,1566.67,4,5,10,2025,2
51770,1293,2025-05-06,1895.56,6,9,23,2025,2
51781,1394,2025-04-19,186.47,3,3,28,2025,2
51789,1325,2025-04-09,1061.5,4,6,13,2025,2
51797,1348,2025-06-17,201.0,2,2,29,2025,2
51812,1286,2025-04-20,1196.31,4,5,9,2025,2
51826,1196,2025-05-13,1041.42,4,5,14,2025,2
51839,1328,2025-04-05,167.31,3,3,22,2025,2
51840,1212,2025-05-30,1190.65,3,4,8,2025,2
51852,1255,2025-05-17,766.32,6,8,22,2025,2
51865,1269,2025-05-29,1442.38,3,5,12,2025,2
51896,1149,2025-04-08,547.26,6,7,13,2025,2
51901,1039,2025-05-21,251.53,4,5,4,2025,2
51905,1140,2025-05-28,298.51,3,5,26,2025,2
51912,1189,2025-04-07,132.69,3,3,10,2025,2
51917,1270,2025-06-01,915.9,4,5,11,2025,2
51920,1304,2025-04-21,167.91,2,3,4,2025,2
51921,1078,2025-05-07,796.9,6,6,27,2025,2
51943,1271,2025-06-10,495.48,4,6,26,2025,2
51952,1489,2025-05-14,1979.59,5,6,1,2025,2
51957,1136,2025-04-01,135.2,3,3,11,2025,2
51970,1004,2025-05-01,420.23,6,6,2,2025,2
51981,1336,2025-05-05,722.47,5,7,29,2025,2
51985,1044,2025-05-26,417.66,1,3,2,2025,2
51989,1289,2025-04-02,231.52,2,2,8,2025,2
